"pitch_type","batter_num","pitch_rl","bat_rl","inning","balls","strikes","out","on_1b","on_2b","on_3b","score_diff","era","rbi","avg","hr","pitcher_at_home","pitcher_wins","pitcher_losses","batter_wins","batter_losses","prev_pitch_type0","prev_pitch_typeCH","prev_pitch_typeCU","prev_pitch_typeEP","prev_pitch_typeFC","prev_pitch_typeFF","prev_pitch_typeFT","prev_pitch_typeSL","prevprev_pitch_type0","prevprev_pitch_typeCH","prevprev_pitch_typeCU","prevprev_pitch_typeEP","prevprev_pitch_typeFC","prevprev_pitch_typeFF","prevprev_pitch_typeFT","prevprev_pitch_typeSL"
"CH",6,"1","1",2,"0","1",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"SL",13,"1","1",4,"3","2",0,0,0,0,-2,2.66,38,0.331,12,-1,11,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"SL",7,"1","1",2,"1","0",2,0,0,0,-1,4.59,10,0.188,5,-1,5,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"FF",23,"1","1",7,"0","0",1,0,0,0,-5,4.29,1,0.159,0,-1,7,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",4,"1","1",1,"1","2",0,0,1,0,-1,2.62,23,0.273,4,-1,8,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"FF",11,"1","0",4,"3","1",0,0,0,0,1,2.42,13,0.267,3,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"SL",29,"1","1",7,"0","0",2,1,0,0,-2,1.3,18,0.261,2,-1,9,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",3,"1","1",1,"0","1",2,0,0,0,1,1.68,99,0.318,28,-1,16,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"SL",4,"1","1",2,"0","1",0,0,0,0,0,2.74,61,0.282,18,1,12,6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"FT",12,"1","1",3,"0","0",0,1,0,0,0,3.84,21,0.221,5,-1,8,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"CH",17,"1","0",4,"0","0",2,0,1,0,1,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",27,"1","0",6,"0","1",1,1,0,0,3,3.54,5,0.217,1,-1,10,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",2,"1","0",1,"2","0",1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"FF",13,"1","0",3,"0","0",2,0,0,0,1,5.25,10,0.182,4,-1,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",23,"1","1",6,"0","0",2,1,1,0,1,2.42,12,0.25,2,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",1,"1","0",1,"0","0",0,0,0,0,0,1.3,31,0.249,14,-1,9,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",25,"1","1",8,"3","2",0,0,0,0,4,1.68,40,0.242,4,-1,16,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FF",18,"1","1",5,"0","0",0,0,0,0,4,3.27,1,0.196,0,-1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",1,"1","0",1,"0","2",0,0,0,0,0,1.65,36,0.265,3,-1,18,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"CH",19,"1","0",5,"0","1",0,0,0,0,-1,4.42,12,0.243,2,-1,12,7,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"FF",2,"1","1",1,"0","0",1,0,0,0,0,4.71,31,0.33,9,-1,6,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SL",26,"1","1",6,"3","2",1,0,0,0,-2,2.35,12,0.193,6,1,5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"FF",2,"1","1",1,"0","0",1,0,0,0,0,5.5,7,0.26,1,-1,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FT",24,"1","1",7,"1","1",0,0,0,0,1,1.59,42,0.238,19,1,12,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"FT",8,"1","1",2,"3","1",2,0,0,0,1,2.84,26,0.234,4,1,12,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"SL",5,"1","1",2,"1","1",1,0,0,0,0,2.42,12,0.25,2,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"CH",18,"1","0",5,"1","0",1,1,0,0,0,2.76,1,0.556,0,1,3,0,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"CH",2,"1","1",1,"1","2",1,0,0,0,0,0,0,0.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"CH",23,"1","0",6,"1","2",2,0,0,0,0,6.75,3,0.234,2,-1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"FF",2,"1","1",1,"2","2",0,0,0,0,1,1.39,60,0.293,21,-1,8,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"FF",5,"1","0",2,"0","1",0,0,0,0,0,2.78,33,0.335,10,-1,10,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"SL",19,"1","0",5,"0","0",0,0,0,0,-1,3.84,20,0.268,4,-1,8,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SL",10,"1","1",2,"1","2",2,1,1,1,1,1.83,11,0.292,2,-1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FT",7,"1","1",2,"3","1",1,0,0,0,-1,3.75,7,0.219,3,-1,9,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FF",11,"1","0",3,"1","2",0,0,0,0,1,1.83,1,0.313,0,-1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"SL",13,"1","1",4,"0","0",0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SL",4,"1","1",2,"1","1",0,0,0,0,0,3.6,1,0.188,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"FF",4,"1","0",1,"0","0",2,1,0,0,0,5.5,4,0.196,0,-1,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"CH",4,"1","1",2,"0","1",0,0,0,0,1,1.97,32,0.313,8,1,5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"SL",25,"1","0",6,"2","1",0,0,1,0,2,4.29,52,0.251,10,-1,11,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"FF",24,"1","0",7,"1","1",1,0,0,0,-5,4.29,24,0.192,9,-1,7,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"FF",27,"1","0",8,"2","1",1,0,0,0,6,1.93,6,0.189,1,-1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"SL",10,"1","1",3,"1","2",2,0,0,0,0,4.29,6,0.2,2,-1,7,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"FF",16,"1","1",4,"1","2",0,0,1,0,3,3.54,27,0.288,6,-1,10,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"FF",24,"1","0",6,"1","0",1,0,0,0,1,1.59,38,0.269,2,-1,15,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",4,"1","0",1,"0","0",2,1,0,0,1,4.54,78,0.269,12,-1,12,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",9,"1","1",3,"0","1",2,0,0,0,1,1.37,0,0.333,0,1,9,2,7,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"FF",11,"1","1",3,"1","0",1,1,0,0,4,3.27,3,0.235,0,-1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"FF",3,"1","0",1,"0","1",1,1,0,0,0,2.78,58,0.317,13,-1,10,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"FF",2,"1","0",1,"0","0",0,1,0,0,0,3.6,6,0.296,3,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",3,"1","1",1,"0","1",2,0,0,0,0,2.72,39,0.239,8,1,13,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"FT",4,"1","1",1,"3","2",1,1,0,0,0,2.84,56,0.296,13,1,12,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"FF",14,"1","0",4,"3","2",2,0,0,0,-1,1.3,40,0.238,14,-1,9,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FT",16,"1","1",5,"1","1",1,0,0,0,-1,2.79,33,0.247,9,-1,13,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"CH",22,"1","0",6,"1","2",0,0,0,0,-2,2.72,71,0.253,13,1,13,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FF",22,"1","0",6,"0","0",1,0,0,0,0,4.31,26,0.27,7,-1,11,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",10,"1","0",2,"3","2",1,0,0,0,-2,2.64,35,0.271,6,-1,15,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"SL",24,"1","1",5,"0","0",1,0,1,0,3,5.15,26,0.295,5,-1,3,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FT",11,"1","1",4,"1","1",0,0,0,0,2,2.78,20,0.292,6,-1,10,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"FF",14,"1","0",4,"2","2",0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"FT",13,"1","0",4,"2","2",1,0,0,0,-1,1.93,13,0.326,4,-1,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"FF",12,"1","1",3,"1","1",1,0,0,0,0,1.59,81,0.246,35,-1,15,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"CH",14,"1","0",3,"3","2",1,0,1,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"FF",15,"1","0",5,"0","0",0,0,0,0,5,2.01,0,0,0,1,7,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"CH",14,"1","0",3,"2","1",1,0,1,0,-1,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",1,"1","0",1,"1","1",0,0,0,0,0,1.58,28,0.252,13,1,6,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"SL",2,"1","0",1,"0","2",0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"SL",26,"1","0",6,"2","2",0,1,0,0,-3,2.73,22,0.291,1,-1,11,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"FT",22,"1","1",6,"0","1",0,0,0,0,1,2.78,47,0.351,18,-1,10,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",19,"1","0",5,"2","2",1,1,0,0,1,1.58,28,0.252,13,1,6,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"SL",13,"1","1",4,"0","2",0,1,0,0,-2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",3,"1","1",1,"0","1",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"FF",5,"1","1",2,"0","0",1,0,0,0,1,1.67,35,0.298,9,-1,13,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",19,"1","1",6,"1","1",1,0,0,0,1,1.39,29,0.322,5,-1,8,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"FF",18,"1","1",4,"2","2",2,1,1,0,-1,4.42,1,0.143,0,-1,12,7,8,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"CH",6,"1","0",2,"0","0",1,1,0,0,0,2.01,0,0,0,1,7,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"CH",15,"1","0",5,"0","1",0,0,0,0,6,2.89,20,0.299,1,1,9,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"FF",16,"1","1",5,"0","0",0,0,0,0,1,1.68,10,0.155,2,1,18,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",14,"1","0",4,"2","1",2,0,0,0,-3,4.21,70,0.27,9,-1,11,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"FT",26,"1","1",6,"1","2",1,0,0,0,-2,2.35,12,0.193,6,1,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"CH",19,"1","0",5,"0","1",0,0,0,0,1,5.15,16,0.246,1,-1,3,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"FT",18,"1","1",5,"0","0",2,0,0,0,-1,2.71,0,0,0,-1,12,7,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",1,"1","0",1,"2","2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"FF",14,"1","0",4,"0","0",2,1,0,0,2,2.78,33,0.335,10,-1,10,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",23,"1","0",7,"3","1",0,0,0,0,-1,1.65,81,0.258,20,-1,18,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"FT",8,"1","0",1,"0","0",2,1,0,0,-4,2.73,22,0.291,1,-1,11,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SL",13,"1","1",4,"0","2",0,0,0,0,-2,2.66,38,0.331,12,-1,11,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"FF",29,"1","1",8,"0","0",0,1,1,0,1,1.61,60,0.302,10,1,14,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",10,"1","1",2,"1","1",2,1,1,1,1,1.83,11,0.292,2,-1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"FF",21,"1","0",6,"2","1",0,0,0,0,1,1.67,62,0.306,24,-1,13,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"FT",23,"1","1",6,"0","1",1,0,0,0,1,1.48,38,0.293,13,-1,5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"CH",11,"1","0",2,"2","2",2,0,0,0,-4,2.73,24,0.247,6,-1,11,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"FF",1,"1","1",1,"1","0",0,0,0,0,0,1.58,50,0.304,9,-1,13,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"FF",20,"1","0",5,"0","1",0,1,1,0,6,4.17,62,0.313,23,1,12,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FT",2,"1","0",1,"0","0",0,1,0,0,0,2.57,35,0.252,4,-1,9,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",4,"1","0",1,"0","1",2,0,0,1,0,2.57,40,0.291,9,-1,9,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"FF",23,"1","1",6,"0","2",2,0,1,1,0,2.74,42,0.287,17,1,12,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"FF",2,"1","0",1,"1","0",1,0,0,0,0,5.26,9,0.241,4,-1,3,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"SL",21,"1","1",6,"1","2",0,1,1,0,-6,4.59,31,0.232,11,-1,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"FT",25,"1","1",6,"2","2",1,0,0,1,-2,2.72,9,0.191,2,1,13,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"FT",6,"1","1",1,"1","2",1,1,1,0,-2,2.64,32,0.153,12,-1,15,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"FF",23,"1","0",7,"1","0",0,0,0,0,-2,1.58,17,0.258,5,-1,13,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"FT",24,"1","1",7,"1","0",1,0,1,1,3,3.75,33,0.243,11,-1,9,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"SL",7,"1","1",1,"0","2",2,1,1,0,-2,2.18,17,0.246,4,1,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"FF",1,"1","0",1,"0","1",0,0,0,0,0,5.26,9,0.259,1,-1,3,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"SL",12,"1","1",3,"3","2",2,0,1,1,4,3.27,8,0.34,2,-1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FF",11,"1","0",3,"2","1",2,0,0,1,1,1.5,2,0.389,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"FF",2,"1","1",1,"1","1",1,0,0,0,0,1.68,17,0.259,5,1,18,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"SL",21,"1","1",6,"3","2",1,0,0,0,4,2.38,26,0.316,7,-1,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"SL",11,"1","1",3,"0","0",2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SL",9,"1","1",3,"1","2",1,0,0,0,1,2.01,0,0.105,0,1,7,1,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"CH",13,"1","0",3,"1","2",1,0,0,0,-4,2.65,34,0.288,7,1,12,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"SL",1,"1","0",1,"2","2",0,0,0,0,0,3.61,28,0.307,8,-1,10,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"SL",24,"1","0",7,"1","2",0,0,0,0,6,5.08,21,0.217,7,-1,4,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FF",10,"1","0",3,"0","2",0,0,0,0,0,6.75,10,0.232,1,-1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"FF",10,"1","0",3,"0","0",1,1,0,0,1,1.67,12,0.217,0,-1,13,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SL",12,"1","1",4,"1","2",1,0,0,0,11,2.73,0,0,0,-1,14,8,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"CH",3,"1","1",1,"1","0",2,0,0,0,0,1.5,6,0.412,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"SL",4,"1","1",1,"1","2",1,0,1,0,0,1.61,70,0.249,16,1,17,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FF",28,"1","0",7,"0","0",1,0,0,0,1,2.5,39,0.306,11,-1,8,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",21,"1","1",5,"1","1",2,0,0,0,1,1.48,21,0.289,4,-1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"FT",14,"1","1",4,"0","1",0,1,0,0,0,2.75,31,0.224,11,1,12,8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"CH",29,"1","0",9,"1","0",0,0,0,0,-5,4.29,18,0.241,5,-1,7,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"CH",8,"1","0",2,"1","0",1,0,1,0,0,2.45,7,0.298,1,-1,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SL",7,"1","1",2,"2","1",0,0,0,0,-3,3.54,27,0.288,6,-1,10,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"SL",12,"1","1",3,"0","2",2,1,0,0,1,2.76,86,0.308,21,1,15,8,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"FF",7,"1","0",2,"1","1",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"SL",2,"1","1",1,"0","1",0,0,1,0,-2,2.04,21,0.291,4,-1,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"FF",26,"1","1",6,"0","0",2,0,1,1,2,2.65,19,0.261,2,1,8,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SL",24,"1","1",6,"1","1",0,0,0,0,3,5.25,9,0.338,0,-1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"FF",7,"1","0",2,"2","1",2,0,0,0,1,5.5,2,0.177,0,-1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"CH",22,"1","0",5,"0","1",2,0,0,1,-3,2.57,40,0.291,9,-1,9,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"FF",2,"1","1",1,"1","2",0,1,0,0,0,5.25,9,0.25,3,-1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"FF",15,"1","0",3,"1","0",1,1,0,0,-3,2.73,5,0.197,1,-1,11,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"SL",5,"1","1",2,"0","1",1,0,0,0,0,1.95,24,0.237,3,1,5,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"FF",1,"1","0",1,"1","2",0,0,0,0,0,2.38,13,0.272,4,-1,6,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"FT",11,"1","1",4,"0","1",0,1,0,0,0,4.71,31,0.33,9,-1,6,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"FF",6,"1","1",2,"0","0",0,0,1,0,-1,2.5,1,0.261,0,-1,8,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",19,"1","1",6,"0","0",1,1,0,0,0,4.71,34,0.29,13,-1,6,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FT",16,"1","1",5,"1","2",0,0,0,0,0,2.42,4,0.246,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"FT",18,"1","1",5,"1","0",0,0,0,0,0,2.03,6,0.193,2,-1,7,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"FF",30,"1","1",7,"0","0",1,0,0,0,0,2.35,17,0.284,7,1,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",9,"1","1",3,"0","1",0,0,0,0,-1,1.93,0,0,0,-1,4,0,2,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"CH",2,"1","0",1,"2","2",0,1,0,0,0,1.35,6,0.296,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"CH",27,"1","0",8,"2","2",0,0,0,0,0,1.52,1,0.192,0,1,5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"CH",3,"1","0",1,"1","0",0,1,1,0,-1,2.64,49,0.248,16,-1,15,8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"FT",8,"1","1",2,"2","1",2,0,0,0,0,2.65,19,0.261,2,1,8,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"FF",24,"1","1",7,"2","1",0,0,0,0,1,1.59,42,0.238,19,1,12,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"FF",14,"1","1",4,"0","1",0,0,0,0,4,2.74,43,0.288,15,1,16,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"SL",12,"1","1",3,"0","2",1,0,1,0,1,2.45,17,0.31,1,-1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"SL",2,"1","1",1,"1","1",0,0,1,0,0,3.27,3,0.235,0,-1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FF",18,"1","0",5,"1","1",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"SL",16,"1","1",4,"2","1",1,0,1,0,0,9.9,0,0.176,0,-1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"FF",13,"1","0",4,"1","2",0,0,0,0,1,0.69,2,0.222,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"FF",11,"1","0",3,"1","1",0,0,0,0,0,3.84,35,0.28,14,-1,8,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"FF",1,"1","1",1,"0","0",0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",8,"1","1",3,"0","2",0,0,0,0,1,2.78,24,0.271,3,-1,10,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"SL",16,"1","1",4,"1","0",1,0,1,0,0,9.9,0,0.176,0,-1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"FF",27,"1","0",8,"1","1",0,0,0,0,3,1.37,26,0.254,5,1,9,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"FF",16,"1","1",4,"2","2",1,0,0,0,0,1.65,49,0.239,9,1,11,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"CH",1,"1","0",1,"2","2",0,0,0,0,0,2.79,46,0.26,9,-1,13,8,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FT",23,"1","1",5,"3","2",1,0,0,1,-3,2.73,44,0.253,14,-1,11,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"CH",13,"1","0",4,"1","0",2,0,0,0,-2,5.26,17,0.276,5,-1,3,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"CH",19,"1","0",6,"0","1",0,0,0,0,0,2.79,46,0.26,9,-1,13,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"SL",20,"1","1",6,"0","1",0,1,0,0,1,1.68,17,0.259,5,1,18,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
